% SARTA for CrIS, June 2003 version, Scott Hannon <hannon@umbc.edu>
%
% Error estimates for fast model versus radiance from training transmittance
% 48 regression profiles at 6 angles each
%
% channel number   wavenumber      mean BT(K)      error RMS(K)    error bias(K)   error std(K)
%---------------   -------------   -------------   -------------   -------------   -------------
   2.4800000e+02   7.8937500e+02   2.7055529e+02   8.1359586e-03   5.2466027e-03   6.2291019e-03
   2.4900000e+02   7.9000000e+02   2.7052148e+02   1.0682133e-02  -8.5733854e-03   6.3832994e-03
   2.5000000e+02   7.9062500e+02   2.6977627e+02   1.8919209e-02  -4.2314871e-03   1.8472027e-02
   2.5100000e+02   7.9125000e+02   2.6441175e+02   7.0131455e-02  -1.1491182e-02   6.9304047e-02
   2.5200000e+02   7.9187500e+02   2.6059202e+02   6.9480002e-02  -5.2123814e-03   6.9404809e-02
   2.5300000e+02   7.9250000e+02   2.6556011e+02   2.9140162e-02  -4.1923887e-03   2.8887201e-02
   2.5400000e+02   7.9312500e+02   2.6809314e+02   2.7065040e-02   4.1078126e-03   2.6798056e-02
   2.5500000e+02   7.9375000e+02   2.6694287e+02   1.1337731e-02  -6.4369564e-05   1.1357283e-02
   2.5600000e+02   7.9437500e+02   2.6773243e+02   9.0857658e-03   6.6843690e-04   9.0769163e-03
   2.5700000e+02   7.9500000e+02   2.6797149e+02   8.7786830e-03  -1.1923210e-03   8.7124745e-03
   2.5800000e+02   7.9562500e+02   2.6381774e+02   1.8705455e-02  -5.5907352e-03   1.7881497e-02
   2.5900000e+02   7.9625000e+02   2.6439036e+02   1.7271584e-02  -5.2374682e-03   1.6486975e-02
   2.6000000e+02   7.9687500e+02   2.6745463e+02   2.8448204e-02   2.5904167e-03   2.8379333e-02
   2.6100000e+02   7.9750000e+02   2.6706806e+02   8.3175956e-03   2.6820809e-04   8.3277407e-03
   2.6200000e+02   7.9812500e+02   2.6340869e+02   1.9898177e-02  -4.4866972e-03   1.9419486e-02
   2.6300000e+02   7.9875000e+02   2.6155359e+02   2.2238813e-02  -5.6038581e-03   2.1558650e-02
   2.6400000e+02   7.9937500e+02   2.6646265e+02   1.1749293e-02  -2.0408550e-03   1.1590827e-02
   2.6500000e+02   8.0000000e+02   2.6941733e+02   8.2842695e-03  -1.0311474e-03   8.2341531e-03
   2.6600000e+02   8.0062500e+02   2.7020554e+02   5.8449324e-03  -2.4439255e-03   5.3187110e-03
   2.6700000e+02   8.0125000e+02   2.7017324e+02   7.0561461e-03  -1.3617992e-03   6.9355404e-03
   2.6800000e+02   8.0187500e+02   2.7006933e+02   6.7639206e-03  -3.7345253e-03   5.6493148e-03
   2.6900000e+02   8.0250000e+02   2.6897230e+02   9.2543885e-03  -3.8684031e-04   9.2623944e-03
   2.7000000e+02   8.0312500e+02   2.6609415e+02   1.4043897e-02   4.9776993e-04   1.4059503e-02
   2.7100000e+02   8.0375000e+02   2.6698226e+02   1.1575323e-02  -7.0823818e-04   1.1573747e-02
   2.7200000e+02   8.0437500e+02   2.6950136e+02   2.5001913e-02   3.5603946e-03   2.4790182e-02
   2.7300000e+02   8.0500000e+02   2.7032268e+02   7.1051259e-03  -1.6472618e-03   6.9235674e-03
   2.7400000e+02   8.0562500e+02   2.7027591e+02   5.5984983e-03  -3.4861383e-04   5.5973599e-03
   2.7500000e+02   8.0625000e+02   2.6985268e+02   1.6971467e-02  -9.7651952e-05   1.7000727e-02
   2.7600000e+02   8.0687500e+02   2.7037134e+02   5.6256292e-03  -1.9921218e-03   5.2702559e-03
   2.7700000e+02   8.0750000e+02   2.6936099e+02   5.9691903e-03  -3.7050551e-04   5.9680509e-03
   2.7800000e+02   8.0812500e+02   2.6744823e+02   1.0853254e-02   3.9635657e-04   1.0864894e-02
   2.7900000e+02   8.0875000e+02   2.6880091e+02   6.6568646e-03  -3.9566489e-04   6.6566624e-03
   2.8000000e+02   8.0937500e+02   2.7031822e+02   4.9119980e-03   1.0709051e-05   4.9205363e-03
   2.8100000e+02   8.1000000e+02   2.7084364e+02   4.1928834e-03  -1.4513390e-03   3.9405332e-03
   2.8200000e+02   8.1062500e+02   2.7078760e+02   1.2493659e-02  -1.0268255e-02   7.1295825e-03
   2.8300000e+02   8.1125000e+02   2.7079177e+02   4.4475666e-03  -1.0966615e-03   4.3177441e-03
   2.8400000e+02   8.1187500e+02   2.7094657e+02   1.0070879e-02  -8.3129505e-03   5.6947390e-03
   2.8500000e+02   8.1250000e+02   2.7072881e+02   4.6456939e-03  -2.0586446e-03   4.1719166e-03
   2.8600000e+02   8.1312500e+02   2.7020105e+02   2.3078813e-02   3.7486278e-03   2.2811977e-02
   2.8700000e+02   8.1375000e+02   2.6821394e+02   1.0154695e-02   2.2913970e-04   1.0169781e-02
   2.8800000e+02   8.1437500e+02   2.6766826e+02   1.2115198e-02   8.8779431e-04   1.2103658e-02
   2.8900000e+02   8.1500000e+02   2.6951447e+02   9.0010948e-03   1.4391224e-03   8.9007706e-03
   2.9000000e+02   8.1562500e+02   2.7068349e+02   5.1345119e-03   1.4600468e-03   4.9311162e-03
   2.9100000e+02   8.1625000e+02   2.7098780e+02   5.5534087e-03   9.7548537e-04   5.4765791e-03
   2.9200000e+02   8.1687500e+02   2.7100138e+02   6.9487671e-03  -3.5985518e-03   5.9547385e-03
   2.9300000e+02   8.1750000e+02   2.7108855e+02   5.2263604e-03  -8.7282780e-04   5.1619313e-03
   2.9400000e+02   8.1812500e+02   2.7119843e+02   9.9445857e-03  -8.0490348e-03   5.8503561e-03
   2.9500000e+02   8.1875000e+02   2.7112953e+02   7.0346406e-03  -8.5609117e-04   6.9945084e-03
   2.9600000e+02   8.1937500e+02   2.7122986e+02   1.0408762e-02  -8.0502471e-03   6.6096557e-03
   2.9700000e+02   8.2000000e+02   2.7120612e+02   7.5902056e-03  -1.5261380e-03   7.4481370e-03
   2.9800000e+02   8.2062500e+02   2.7123373e+02   1.0546406e-02  -8.4139552e-03   6.3696868e-03
   2.9900000e+02   8.2125000e+02   2.7127280e+02   6.3633055e-03   2.3629529e-04   6.3699854e-03
   3.0000000e+02   8.2187500e+02   2.7123232e+02   8.0048172e-03  -5.9445776e-03   5.3702171e-03
   3.0100000e+02   8.2250000e+02   2.7124690e+02   7.2714865e-03   3.3425588e-05   7.2840666e-03
   3.0200000e+02   8.2312500e+02   2.7127103e+02   7.5485764e-03  -2.1290573e-03   7.2547134e-03
   3.0300000e+02   8.2375000e+02   2.7129648e+02   8.7442739e-03   1.0304312e-03   8.6984629e-03
   3.0400000e+02   8.2437500e+02   2.7090731e+02   1.2161172e-02   6.6427696e-03   1.0204376e-02
   3.0500000e+02   8.2500000e+02   2.6987176e+02   2.5324619e-02  -2.0423104e-04   2.5367875e-02
   3.0600000e+02   8.2562500e+02   2.7033811e+02   1.9869173e-02   6.0392406e-03   1.8962070e-02
   3.0700000e+02   8.2625000e+02   2.7111209e+02   6.5700141e-03  -1.5858098e-03   6.3868561e-03
   3.0800000e+02   8.2687500e+02   2.7028555e+02   2.1221234e-02   7.7342983e-03   1.9796012e-02
   3.0900000e+02   8.2750000e+02   2.6881873e+02   1.1012440e-02  -2.8617436e-04   1.1027883e-02
   3.1000000e+02   8.2812500e+02   2.6954184e+02   9.4894535e-03  -5.9509407e-04   9.4872608e-03
   3.1100000e+02   8.2875000e+02   2.7106398e+02   7.8571616e-03  -9.4934500e-04   7.8131746e-03
   3.1200000e+02   8.2937500e+02   2.7133161e+02   1.8646760e-02   1.0980810e-02   1.5096848e-02
   3.1300000e+02   8.3000000e+02   2.7140940e+02   6.8320647e-03  -1.9303564e-03   6.5650961e-03
   3.1400000e+02   8.3062500e+02   2.7138640e+02   1.9846507e-02   1.2795660e-02   1.5197265e-02
   3.1500000e+02   8.3125000e+02   2.7144420e+02   8.3925393e-03  -3.6800545e-03   7.5558020e-03
   3.1600000e+02   8.3187500e+02   2.7141678e+02   1.4628116e-02   1.0348161e-02   1.0357114e-02
   3.1700000e+02   8.3250000e+02   2.7144334e+02   8.2458870e-03  -3.6906873e-03   7.3866728e-03
   3.1800000e+02   8.3312500e+02   2.7140359e+02   1.4483703e-02   1.0545291e-02   9.9457508e-03
   3.1900000e+02   8.3375000e+02   2.7145040e+02   7.7770427e-03  -3.2689644e-03   7.0689300e-03
   3.2000000e+02   8.3437500e+02   2.7138042e+02   1.8375626e-02   1.3270241e-02   1.2732920e-02
   3.2100000e+02   8.3500000e+02   2.7117542e+02   8.3816987e-03   2.4755253e-03   8.0217254e-03
   3.2200000e+02   8.3562500e+02   2.7092035e+02   1.0545493e-02   6.9678408e-03   7.9293713e-03
   3.2300000e+02   8.3625000e+02   2.7123553e+02   6.3070923e-03   1.6510431e-03   6.0977517e-03
   3.2400000e+02   8.3687500e+02   2.7134378e+02   1.8359095e-02   1.3442253e-02   1.2526254e-02
   3.2500000e+02   8.3750000e+02   2.7134867e+02   5.8830953e-03   2.9320032e-03   5.1092866e-03
   3.2600000e+02   8.3812500e+02   2.7125327e+02   8.4546757e-03   6.9336618e-03   4.8463832e-03
   3.2700000e+02   8.3875000e+02   2.7117139e+02   4.7030872e-03   2.5420347e-03   3.9637915e-03
   3.2800000e+02   8.3937500e+02   2.6978637e+02   1.3993731e-02   1.0420882e-02   9.3559432e-03
   3.2900000e+02   8.4000000e+02   2.6855465e+02   1.2415761e-02   2.7055605e-03   1.2138479e-02
   3.3000000e+02   8.4062500e+02   2.6991759e+02   1.4085572e-02   1.0128682e-02   9.8054565e-03
   3.3100000e+02   8.4125000e+02   2.7068383e+02   5.9191369e-03   5.2999041e-04   5.9056236e-03
   3.3200000e+02   8.4187500e+02   2.7030707e+02   1.4973427e-02   1.0387841e-02   1.0802847e-02
   3.3300000e+02   8.4250000e+02   2.7067125e+02   5.6620838e-03   7.7973052e-06   5.6719341e-03
   3.3400000e+02   8.4312500e+02   2.7091696e+02   8.4338368e-03   7.4173719e-03   4.0209872e-03
   3.3500000e+02   8.4375000e+02   2.7090613e+02   3.1462767e-03  -1.3256716e-03   2.8583247e-03
   3.3600000e+02   8.4437500e+02   2.7079841e+02   1.8962052e-02   1.4742298e-02   1.1946533e-02
   3.3700000e+02   8.4500000e+02   2.7076154e+02   3.5413321e-03  -1.5671131e-03   3.1812465e-03
   3.3800000e+02   8.4562500e+02   2.7063194e+02   8.3829709e-03   7.1605406e-03   4.3665850e-03
   3.3900000e+02   8.4625000e+02   2.7064718e+02   3.0284226e-03  -3.0901476e-04   3.0178595e-03
   3.4000000e+02   8.4687500e+02   2.7060195e+02   8.0107443e-03   6.9675871e-03   3.9596966e-03
   3.4100000e+02   8.4750000e+02   2.7065909e+02   3.2007935e-03  -1.7223472e-03   2.7025839e-03
   3.4200000e+02   8.4812500e+02   2.7062677e+02   7.4950502e-03   6.1895233e-03   4.2341267e-03
   3.4300000e+02   8.4875000e+02   2.7003981e+02   1.8094741e-02   2.1458976e-04   1.8124962e-02
   3.4400000e+02   8.4937500e+02   2.6820164e+02   1.1156270e-02   5.0740902e-03   9.9528859e-03
   3.4500000e+02   8.5000000e+02   2.6870986e+02   9.0185095e-03  -4.4173287e-04   9.0233640e-03
   3.4600000e+02   8.5062500e+02   2.7028651e+02   1.2339025e-02   7.4396876e-03   9.8610463e-03
   3.4700000e+02   8.5125000e+02   2.7044166e+02   3.4180715e-03  -1.2358673e-03   3.1923708e-03
   3.4800000e+02   8.5187500e+02   2.6859597e+02   1.0360691e-02   4.5723305e-03   9.3133710e-03
   3.4900000e+02   8.5250000e+02   2.6611353e+02   1.4011107e-02   3.6478383e-04   1.4030738e-02
   3.5000000e+02   8.5312500e+02   2.6771320e+02   1.3990758e-02   5.9673073e-03   1.2676376e-02
   3.5100000e+02   8.5375000e+02   2.6953271e+02   1.0957137e-02   3.3513257e-04   1.0971074e-02
   3.5200000e+02   8.5437500e+02   2.6858925e+02   1.4026930e-02   5.9391431e-03   1.2729650e-02
   3.5300000e+02   8.5500000e+02   2.6925081e+02   1.1091913e-02  -6.5308272e-04   1.1091943e-02
   3.5400000e+02   8.5562500e+02   2.7096660e+02   8.5491998e-03   5.4528184e-03   6.5959573e-03
   3.5500000e+02   8.5625000e+02   2.7133299e+02   3.6295430e-03  -2.8279871e-03   2.2790582e-03
   3.5600000e+02   8.5687500e+02   2.7141182e+02   4.1288236e-03   8.4242360e-04   4.0490039e-03
   3.5700000e+02   8.5750000e+02   2.7141221e+02   3.7861183e-03  -3.2168719e-03   2.0000792e-03
   3.5800000e+02   8.5812500e+02   2.7126515e+02   6.4615549e-03   4.4046275e-03   4.7359082e-03
   3.5900000e+02   8.5875000e+02   2.7117458e+02   1.1359086e-02  -1.5809362e-03   1.1268111e-02
   3.6000000e+02   8.5937500e+02   2.7131525e+02   6.2748968e-03   4.2976745e-03   4.5800831e-03
   3.6100000e+02   8.6000000e+02   2.7137932e+02   5.0461976e-03  -2.9846669e-03   4.0759735e-03
   3.6200000e+02   8.6062500e+02   2.7149660e+02   3.0042954e-03   9.3967691e-04   2.8585259e-03
   3.6300000e+02   8.6125000e+02   2.7150026e+02   4.6921912e-03  -4.3340157e-03   1.8011747e-03
   3.6400000e+02   8.6187500e+02   2.7150943e+02   3.9048345e-03  -3.1211552e-04   3.8991159e-03
   3.6500000e+02   8.6250000e+02   2.7147998e+02   4.4838491e-03  -4.1778342e-03   1.6309015e-03
   3.6600000e+02   8.6312500e+02   2.7148349e+02   3.8759594e-03   1.0643000e-03   3.7334602e-03
   3.6700000e+02   8.6375000e+02   2.7143022e+02   4.7546979e-03  -4.3671894e-03   1.8833812e-03
   3.6800000e+02   8.6437500e+02   2.7100274e+02   7.0885468e-03   4.8415007e-03   5.1865954e-03
   3.6900000e+02   8.6500000e+02   2.6987644e+02   1.0313835e-02  -1.8102091e-03   1.0171409e-02
   3.7000000e+02   8.6562500e+02   2.6990000e+02   1.1659646e-02   5.3333735e-03   1.0386388e-02
   3.7100000e+02   8.6625000e+02   2.7106717e+02   1.1931731e-02  -2.4396898e-03   1.1699976e-02
   3.7200000e+02   8.6687500e+02   2.7142303e+02   1.1149047e-02   8.1481363e-03   7.6230509e-03
   3.7300000e+02   8.6750000e+02   2.7143713e+02   4.6868498e-03  -4.3916453e-03   1.6399239e-03
   3.7400000e+02   8.6812500e+02   2.7141669e+02   1.0553228e-02   8.3691214e-03   6.4399094e-03
   3.7500000e+02   8.6875000e+02   2.7144478e+02   4.4154799e-03  -4.0967992e-03   1.6498941e-03
   3.7600000e+02   8.6937500e+02   2.7141584e+02   1.5881553e-02   1.1353981e-02   1.1123870e-02
   3.7700000e+02   8.7000000e+02   2.7135670e+02   4.4119745e-03  -3.8645526e-03   2.1322614e-03
   3.7800000e+02   8.7062500e+02   2.7029382e+02   7.9657089e-03   4.3640719e-03   6.6754868e-03
   3.7900000e+02   8.7125000e+02   2.6901986e+02   1.0178475e-02  -2.3841876e-03   9.9125258e-03
   3.8000000e+02   8.7187500e+02   2.7023784e+02   8.1820081e-03   4.3445727e-03   6.9453176e-03
   3.8100000e+02   8.7250000e+02   2.7134170e+02   4.4229906e-03  -3.9177459e-03   2.0564037e-03
   3.8200000e+02   8.7312500e+02   2.7141629e+02   2.0686402e-02   1.4217952e-02   1.5052035e-02
   3.8300000e+02   8.7375000e+02   2.7146326e+02   4.4480998e-03  -4.1803269e-03   1.5226650e-03
   3.8400000e+02   8.7437500e+02   2.7144285e+02   1.4290441e-02   1.0809071e-02   9.3640356e-03
   3.8500000e+02   8.7500000e+02   2.7147271e+02   4.6288306e-03  -4.3540652e-03   1.5737818e-03
   3.8600000e+02   8.7562500e+02   2.7141308e+02   4.8324869e-03   4.2445068e-03   2.3142360e-03
   3.8700000e+02   8.7625000e+02   2.7143136e+02   5.1126617e-03  -4.7472215e-03   1.9015132e-03
   3.8800000e+02   8.7687500e+02   2.7140626e+02   1.9266185e-02   1.3369091e-02   1.3896901e-02
   3.8900000e+02   8.7750000e+02   2.7125142e+02   4.6909464e-03  -3.3687728e-03   3.2700885e-03
   3.9000000e+02   8.7812500e+02   2.7002691e+02   9.3285914e-03   4.6800758e-03   8.0837124e-03
   3.9100000e+02   8.7875000e+02   2.6943346e+02   9.5992201e-03  -2.9420833e-03   9.1531457e-03
   3.9200000e+02   8.7937500e+02   2.7074326e+02   1.5638243e-02   7.5866530e-03   1.3698500e-02
   3.9300000e+02   8.8000000e+02   2.7139322e+02   4.7727655e-03  -4.2375448e-03   2.1998428e-03
   3.9400000e+02   8.8062500e+02   2.7102803e+02   9.0569892e-03   6.6631316e-03   6.1451485e-03
   3.9500000e+02   8.8125000e+02   2.7081359e+02   9.6211289e-03  -4.5717225e-03   8.4802818e-03
   3.9600000e+02   8.8187500e+02   2.7118047e+02   5.7802280e-03   4.6955534e-03   3.3767448e-03
   3.9700000e+02   8.8250000e+02   2.7116478e+02   6.9790029e-03  -4.9836761e-03   4.8941417e-03
   3.9800000e+02   8.8312500e+02   2.7049714e+02   1.7784691e-02   7.0333559e-03   1.6363277e-02
   3.9900000e+02   8.8375000e+02   2.6981376e+02   1.0730573e-02  -2.5751397e-03   1.0435131e-02
   4.0000000e+02   8.8437500e+02   2.7045720e+02   2.2619347e-02   8.5100127e-03   2.0993925e-02
   4.0100000e+02   8.8500000e+02   2.7121763e+02   5.3238789e-03  -4.6892547e-03   2.5252165e-03
   4.0200000e+02   8.8562500e+02   2.7127993e+02   5.4401307e-03   4.3315454e-03   3.2970414e-03
   4.0300000e+02   8.8625000e+02   2.7096531e+02   8.9251158e-03  -4.6281535e-03   7.6446587e-03
   4.0400000e+02   8.8687500e+02   2.6930064e+02   8.8734933e-03   3.7989249e-03   8.0331263e-03
   4.0500000e+02   8.8750000e+02   2.6905359e+02   9.5586781e-03  -3.3648222e-03   8.9624330e-03
   4.0600000e+02   8.8812500e+02   2.7024304e+02   2.0862618e-02   7.8542171e-03   1.9361346e-02
   4.0700000e+02   8.8875000e+02   2.7039450e+02   2.2861420e-02  -2.5379429e-03   2.2759657e-02
   4.0800000e+02   8.8937500e+02   2.7087474e+02   8.2248182e-03   4.8620466e-03   6.6454101e-03
   4.0900000e+02   8.9000000e+02   2.7091909e+02   7.5682544e-03  -3.6972829e-03   6.6151734e-03
   4.1000000e+02   8.9062500e+02   2.7093259e+02   8.4088275e-03   5.2105578e-03   6.6113719e-03
   4.1100000e+02   8.9125000e+02   2.7083151e+02   1.0533662e-02  -3.7686747e-03   9.8535401e-03
   4.1200000e+02   8.9187500e+02   2.7111744e+02   6.2425643e-03   4.7950466e-03   4.0040988e-03
   4.1300000e+02   8.9250000e+02   2.7137946e+02   5.9348389e-03  -5.6189381e-03   1.9137828e-03
   4.1400000e+02   8.9312500e+02   2.7144301e+02   7.3358617e-03  -3.2661721e-03   6.5800703e-03
   4.1500000e+02   8.9375000e+02   2.7145982e+02   6.2297627e-03  -5.8522903e-03   2.1392829e-03
   4.1600000e+02   8.9437500e+02   2.7147683e+02   6.7129843e-03  -2.8216265e-03   6.1017914e-03
   4.1700000e+02   8.9500000e+02   2.7141625e+02   6.1910255e-03  -5.9038342e-03   1.8669873e-03
   4.1800000e+02   8.9562500e+02   2.7126493e+02   4.3674220e-03   3.8522711e-03   2.0613433e-03
   4.1900000e+02   8.9625000e+02   2.7119633e+02   5.1647173e-03  -4.6290835e-03   2.2943776e-03
   4.2000000e+02   8.9687500e+02   2.7139122e+02   5.5263012e-03   4.3148447e-03   3.4588524e-03
   4.2100000e+02   8.9750000e+02   2.7138660e+02   5.6772882e-03  -3.9095937e-03   4.1238000e-03
   4.2200000e+02   8.9812500e+02   2.7143495e+02   6.1770989e-03   4.7460501e-03   3.9605586e-03
   4.2300000e+02   8.9875000e+02   2.7158256e+02   6.4251979e-03  -6.1153445e-03   1.9746568e-03
   4.2400000e+02   8.9937500e+02   2.7163983e+02   4.4585394e-03  -7.6077257e-04   4.4008005e-03
   4.2500000e+02   9.0000000e+02   2.7165059e+02   6.4554181e-03  -6.1756538e-03   1.8830921e-03
   4.2600000e+02   9.0062500e+02   2.7165858e+02   4.6928059e-03  -9.1180223e-04   4.6113860e-03
   4.2700000e+02   9.0125000e+02   2.7167480e+02   6.5103416e-03  -6.2064222e-03   1.9693494e-03
   4.2800000e+02   9.0187500e+02   2.7165934e+02   3.5004223e-03   2.9838966e-03   1.8332997e-03
   4.2900000e+02   9.0250000e+02   2.7163135e+02   6.1777424e-03  -5.7967608e-03   2.1396171e-03
   4.3000000e+02   9.0312500e+02   2.7165768e+02   2.2725384e-02   1.2537557e-02   1.8986956e-02
   4.3100000e+02   9.0375000e+02   2.7165602e+02   6.7570607e-03  -6.4097228e-03   2.1422552e-03
   4.3200000e+02   9.0437500e+02   2.7164399e+02   5.7467630e-03   6.5168094e-05   5.7563960e-03
   4.3300000e+02   9.0500000e+02   2.7155328e+02   5.8512118e-03  -5.2798969e-03   2.5261683e-03
   4.3400000e+02   9.0562500e+02   2.7124572e+02   8.7960932e-03   5.5090781e-03   6.8691449e-03
   4.3500000e+02   9.0625000e+02   2.7084480e+02   2.4378676e-02  -2.2238620e-03   2.4319290e-02
   4.3600000e+02   9.0687500e+02   2.7113314e+02   1.0323791e-02   5.5517962e-03   8.7190699e-03
   4.3700000e+02   9.0750000e+02   2.7140047e+02   7.0871063e-03  -5.6399702e-03   4.2990680e-03
   4.3800000e+02   9.0812500e+02   2.7071916e+02   2.1624688e-02   8.3027469e-03   2.0002017e-02
   4.3900000e+02   9.0875000e+02   2.6896299e+02   1.3538727e-02  -3.7477555e-03   1.3032313e-02
   4.4000000e+02   9.0937500e+02   2.6941741e+02   1.3365094e-02   5.3934238e-03   1.2249806e-02
   4.4100000e+02   9.1000000e+02   2.7088631e+02   9.2295714e-03  -5.0575784e-03   7.7339237e-03
   4.4200000e+02   9.1062500e+02   2.7110630e+02   9.8061903e-03   5.6354909e-03   8.0390926e-03
   4.4300000e+02   9.1125000e+02   2.7128516e+02   7.1292980e-03  -6.1661844e-03   3.5846446e-03
   4.4400000e+02   9.1187500e+02   2.7127148e+02   2.4955011e-02   1.7697390e-02   1.7624800e-02
   4.4500000e+02   9.1250000e+02   2.7130712e+02   1.1426333e-02  -1.0226914e-02   5.1050757e-03
   4.4600000e+02   9.1312500e+02   2.7116534e+02   6.3351686e-03   5.2218874e-03   3.5931997e-03
   4.4700000e+02   9.1375000e+02   2.7089890e+02   1.0281362e-02  -4.8482894e-03   9.0822303e-03
   4.4800000e+02   9.1437500e+02   2.7086130e+02   1.0180052e-02   5.8446009e-03   8.3496211e-03
   4.4900000e+02   9.1500000e+02   2.7117649e+02   7.6517999e-03  -6.1363351e-03   4.5791089e-03
   4.5000000e+02   9.1562500e+02   2.7123146e+02   1.8093925e-02   1.3707023e-02   1.1831895e-02
   4.5100000e+02   9.1625000e+02   2.7129890e+02   1.6699518e-02  -1.3955393e-02   9.1877093e-03
   4.5200000e+02   9.1687500e+02   2.7126962e+02   1.6067491e-02   1.2698174e-02   9.8619651e-03
   4.5300000e+02   9.1750000e+02   2.7128398e+02   6.4430137e-03  -6.0645507e-03   2.1794823e-03
   4.5400000e+02   9.1812500e+02   2.7094814e+02   8.7609395e-03   5.9365608e-03   6.4541417e-03
   4.5500000e+02   9.1875000e+02   2.7091182e+02   9.9519612e-03  -4.7472365e-03   8.7619544e-03
   4.5600000e+02   9.1937500e+02   2.7113243e+02   6.5990619e-03   5.5762719e-03   3.5349963e-03
   4.5700000e+02   9.2000000e+02   2.7126453e+02   9.3545824e-03  -8.6923655e-03   3.4630384e-03
   4.5800000e+02   9.2062500e+02   2.7098539e+02   7.3824239e-03   5.5265663e-03   4.9031338e-03
   4.5900000e+02   9.2125000e+02   2.7011265e+02   1.2667473e-02  -5.2004824e-03   1.1570857e-02
   4.6000000e+02   9.2187500e+02   2.6904252e+02   1.5247312e-02   6.3895736e-03   1.3868009e-02
   4.6100000e+02   9.2250000e+02   2.6930562e+02   1.2205051e-02  -4.7320290e-03   1.1269968e-02
   4.6200000e+02   9.2312500e+02   2.7044936e+02   8.7868455e-03   5.9222330e-03   6.5025091e-03
   4.6300000e+02   9.2375000e+02   2.7127755e+02   5.9579711e-03  -5.4075573e-03   2.5055020e-03
   4.6400000e+02   9.2437500e+02   2.7071314e+02   1.9390784e-02   9.1950898e-03   1.7101706e-02
   4.6500000e+02   9.2500000e+02   2.6978270e+02   1.1341738e-02  -3.8572807e-03   1.0684230e-02
   4.6600000e+02   9.2562500e+02   2.7057424e+02   1.7771567e-02   9.1654239e-03   1.5252257e-02
   4.6700000e+02   9.2625000e+02   2.7124762e+02   5.8820936e-03  -5.4816811e-03   2.1368322e-03
   4.6800000e+02   9.2687500e+02   2.7116012e+02   1.0722706e-02   9.1280605e-03   5.6360662e-03
   4.6900000e+02   9.2750000e+02   2.7119557e+02   7.7925131e-03  -7.4892510e-03   2.1565082e-03
   4.7000000e+02   9.2812500e+02   2.7113488e+02   7.2607005e-03   5.9757287e-03   4.1313075e-03
   4.7100000e+02   9.2875000e+02   2.7086439e+02   9.3305676e-03  -6.8553644e-03   6.3405886e-03
   4.7200000e+02   9.2937500e+02   2.7094983e+02   7.7271599e-03   5.7144745e-03   5.2103787e-03
   4.7300000e+02   9.3000000e+02   2.7121887e+02   7.1779168e-03  -6.8305266e-03   2.2098309e-03
   4.7400000e+02   9.3062500e+02   2.7110310e+02   1.4247671e-02   1.1538908e-02   8.3721620e-03
   4.7500000e+02   9.3125000e+02   2.7115482e+02   7.7776085e-03  -7.3306278e-03   2.6031944e-03
   4.7600000e+02   9.3187500e+02   2.7135760e+02   1.5648544e-02   1.2193789e-02   9.8246421e-03
   4.7700000e+02   9.3250000e+02   2.7131386e+02   8.3812079e-03  -7.3434215e-03   4.0466860e-03
   4.7800000e+02   9.3312500e+02   2.7127493e+02   2.4060519e-02   1.5846335e-02   1.8136824e-02
   4.7900000e+02   9.3375000e+02   2.7163327e+02   8.0819767e-03  -7.4792541e-03   3.0678633e-03
   4.8000000e+02   9.3437500e+02   2.7157542e+02   1.0544962e-02   9.4251989e-03   4.7370630e-03
   4.8100000e+02   9.3500000e+02   2.7150503e+02   8.6455183e-03  -7.8604859e-03   3.6059531e-03
   4.8200000e+02   9.3562500e+02   2.7178216e+02   1.2118392e-02   1.0507800e-02   6.0471926e-03
   4.8300000e+02   9.3625000e+02   2.7174328e+02   8.4357087e-03  -7.9372030e-03   2.8618924e-03
   4.8400000e+02   9.3687500e+02   2.7150332e+02   2.3919169e-02   1.6933284e-02   1.6922912e-02
   4.8500000e+02   9.3750000e+02   2.7182978e+02   7.7966607e-03  -7.0879073e-03   3.2536513e-03
   4.8600000e+02   9.3812500e+02   2.7174445e+02   1.6669232e-02   1.3159727e-02   1.0249373e-02
   4.8700000e+02   9.3875000e+02   2.7155009e+02   9.6095394e-03  -8.2580247e-03   4.9226432e-03
   4.8800000e+02   9.3937500e+02   2.7185491e+02   1.5683296e-02   1.2867272e-02   8.9821613e-03
   4.8900000e+02   9.4000000e+02   2.7173296e+02   8.6476189e-03  -7.7997426e-03   3.7408447e-03
   4.9000000e+02   9.4062500e+02   2.7119156e+02   1.1082375e-02   7.7115292e-03   7.9732109e-03
   4.9100000e+02   9.4125000e+02   2.7154372e+02   8.9058387e-03  -6.4168068e-03   6.1863916e-03
   4.9200000e+02   9.4187500e+02   2.7160145e+02   9.6635287e-03   7.8476465e-03   5.6488075e-03
   4.9300000e+02   9.4250000e+02   2.7145569e+02   1.0658819e-02  -8.6771415e-03   6.2008999e-03
   4.9400000e+02   9.4312500e+02   2.7184657e+02   1.6840662e-02   1.3928932e-02   9.4818198e-03
   4.9500000e+02   9.4375000e+02   2.7158215e+02   8.9862770e-03  -7.3926521e-03   5.1178919e-03
   4.9600000e+02   9.4437500e+02   2.7114071e+02   1.2804764e-02   8.6072250e-03   9.4968842e-03
